agency_id,route_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color,route_network
hkir_V,hkir_V-R-200-3411,3411,Eger - Bélapátfalva - Nagyvisnyó,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3411,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3412,3412,Eger - Bélapátfalva - Ózd,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3412,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3414,3414,Maklár - Eger - Felsőtárkány,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3414,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3415,3415,Eger - Noszvaj - Szomolya,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3415,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3416,3416,Eger - Bogács - Mezőkövesd,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3416,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3417,3417,Eger - Noszvaj - Bükkzsérc,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3417,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3418,3418,Eger - Szomolya - Mezőkövesd,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3418,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3419,3419,Eger - Novaj - Mezőkövesd,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3419,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-342,342,Vác - Őrbottyán - Galgamácsa - Aszód,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2054,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3420,3420,Eger - Ostoros - Novaj,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3420,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3423,3423,EgerKerecsendMaklárFüzesabonyEgerfarmosMezőtárkány,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3423,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3424,3424,EgerKerecsendMaklárFüzesabony - Heves - Jászapáti - Jászberény,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3424,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3426,3426,Eger - Maklár - Füzesabony - Egerfarmos,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3426,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-343,343,Vác - Sződ - Csörög,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2063,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3430,3430,Eger - Kerecsend - Füzesabony - Tiszanána,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3430,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3431,3431,EgerKerecsendMaklárTiszanána - Poroszló - Tiszafüred,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3431,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3432,3432,Eger - FüzesabonyMezőtárkányBesenyőtelekPoroszló - Sarud,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3432,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3433,3433,Eger - Kerecsend - Kömlő - Tiszanána - Kisköre,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3433,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3434,3434,Eger - Füzesabony - Kömlő - Heves,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3434,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3435,3435,Füzesabony - Eger - Felsőtárkány,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3435,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3436,3436,Eger - Maklár - Kömlő - Tiszanána - Kisköre,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3436,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-344,344,Vác - Sződ - Csörög,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2063,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3440,3440,Eger - Kerecsend - Kápolna,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3440,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3441,3441,Eger - Kápolna - Heves - Pély,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3441,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3442,3442,Eger - Kápolna - Heves,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3442,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3443,3443,Eger - Kápolna - Heves - Jászapáti - Jászberény,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3443,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3444,3444,Eger - Kápolna - Tarnabod - Boconád - Heves,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3444,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3445,3445,Eger - Kápolna - Gyöngyös,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3445,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3446,3446,Eger - Kápolna - Tófalu - Verpelét - Egerszalók - Eger,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3446,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3448,3448,Eger - Gyöngyös - Hatvan - Nagykökényes,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3448,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-345,345,Vác - Göd,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2064,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3450,3450,Eger - Demjén - Kerecsend - Füzesabony,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3450,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3454,3454,Eger - Egerszalók,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3454,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3455,3455,Eger - Verpelét,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3455,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3456,3456,EgerLiszkóVerpelétTófaluKál - Kápolna vá.Nagyút,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3456,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3457,3457,Eger - Verpelét - Tófalu - Domoszló - Gyöngyös,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3457,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3458,3458,Eger - Verpelét - Kisnána - Vécs,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3458,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3462,3462,Eger - Verpelét - Bükkszék - Terpes - Pétervására,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3462,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3463,3463,"Sirok - Kőkútpuszta - Liszkó,gyártelep - Sirok",200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3463,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3469,3469,Eger - Egerszólát,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3469,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-347,347,Vác - Váchartyán - Galgamácsa - Aszód,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2055,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3470,3470,Eger - SirokRecsk - Parádfürdő vá.Parád,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3470,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3471,3471,Eger - Parád - Mátraháza - Gyöngyös,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3471,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3472,3472,Eger - Sirok - Parád - Parádsasvár,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3472,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3473,3473,Eger - Sirok - Verpelét,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3473,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3474,3474,Eger - Sirok - Mátraballa - Pétervására,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3474,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3476,3476,Eger - Sirok - Bükkszék - Pétervására - Ivád,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3476,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3478,3478,Pétervására - Váraszó - Szederkénypuszta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3478,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3479,3479,Eger - Tarnalelesz - Pétervására - Szederkénypuszta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3479,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-348,348,Hatvan - Aszód - Vác,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3643,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3480,3480,Eger - Egerbakta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3480,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3481,3481,Eger - Egercsehi - Tarnalelesz - Pétervására,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3481,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3482,3482,Eger - Sirok - Pétervására - Szederkénypuszta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3482,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3483,3483,Eger - Bükkszék - Szajla - Pétervására - Szederkénypuszta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3483,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3484,3484,Eger - Tarnalelesz - Pétervására,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3484,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3485,3485,Bélapátfalva - Mikófalva - Bekölce - Hevesaranyos,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3485,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3486,3486,Szilvásvárad - Csernely - Lénárddaróc - Csokvaomány,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3486,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3487,3487,Eger - Tarnalelesz - Pétervására,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3487,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3488,3488,Eger - Tarnalelesz - Pétervására - Fedémes,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3488,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3489,3489,Pétervására - Kisfüzes,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3489,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3490,3490,Pétervására - Bükkszék - Sirok - Kőkútpuszta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3490,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3491,3491,Tarnalelesz - Pétervására - Bükkszék - Sirok - Parádsasvár,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3491,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3492,3492,Gyöngyös - Mátraháza - Mátraballa - Pétervására,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3492,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3494,3494,Pétervására - Mátraballa - Parád - Parádsasvár,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3494,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-350,350,Vác - Kóspallag - Márianosztra - Szob,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2080,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3500,3500,Füzesabony - Egerfarmos,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3500,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-351,351,Vác - Szokolya - Királyrét,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2081,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3511,3511,Füzesabony - Mezőtárkány - Egerfarmos,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3511,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-352,352,Kismaros - Szokolya - Királyrét,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2083,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-353,353,Kismaros - Kóspallag,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2085,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-354,354,Márianosztra - Szob,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2087,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-355,355,"Zebegény - Szob - Parassapuszta, oh. - Drégelypalánk",200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2090,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3550,3550,"Heves - Kál - Kápolna, vá.",200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3550,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-356,356,Vámosmikola - Tésa,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2093,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3560,3560,Heves - Pély,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3560,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3561,3561,Heves - Kömlő - Kisköre - Abádszalók - Tiszafüred,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3561,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3562,3562,Heves - Kömlő - Tiszafüred,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3562,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3565,3565,Recsk - Parád - Parádsasvár,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3565,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3566,3566,Recsk - Parád - Bodony,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3566,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3567,3567,Recsk - Parád - Parádhuta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3567,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3568,3568,Bodony - Parád - Parádsasvár,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3568,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3569,3569,Parádóhuta - Parád - Parádsasvár,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3569,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-360,360,360-363 Vác - Balassagyarmat - Szécsény - Salgótarján,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2000,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3600,3600,Hatvan-Lőrinci-Petőfibánya-Apc,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3600,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3601,3601,Vörösmajor-Petőfibánya-Apc,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3601,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3602,3602,Apc-Hatvan-Gyöngyös-MVM Mátra Energia Zrt.,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3602,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3603,3603,Hatvan-Petőfibánya-Apc-Rózsaszentmárton-Gyöngyös,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3603,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3604,3604,Eger - Parádfürdő - Gyöngyös - Hatvan - Petőfibánya - Apc,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3604,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3605,3605,Hatvan - Lőrinci - Ecseg,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3605,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3607,3607,Hatvan - Apc - Pásztó( - Szentkút),200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3607,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3608,3608,Hatvan - Vörösmajor - Petőfibánya - R.sz.márton - Gyöngyös,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3608,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3609,3609,"Apc - Petőfibánya - Lőrinci, temető",200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3609,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-361,361,360-363 Vác - Balassagyarmat - Szécsény - Salgótarján,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2000,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3610,3610,Hatvan-Ecséd-Rózsaszentmárton-Szücsi-Gyöngyöspata-Gyöngyös,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3610,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3612,3612,Gyöngyös - Csány - Hatvan,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3612,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3617,3617,Szolnok-Jászberény-Jászfényszaru-Boldog-Hatvan,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3617,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-362,362,360-363 Vác - Balassagyarmat - Szécsény - Salgótarján,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2000,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3622,3622,Hatvan - Boldog,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3622,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3624,3624,Hatvan-Heréd-Nagykökényes-Szirák-Bér,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3624,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3625,3625,Hatvan-Heréd-Palotás-Buják,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3625,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3626,3626,Hatvan-Heréd-Erdőtarcsa-Kálló-Verseg,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3626,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-363,363,360-363 Vác - Balassagyarmat - Szécsény - Salgótarján,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/2000,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3640,3640,Hatvan - Kerekharaszt,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3640,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3641,3641,Hatvan-Kerekharaszt-Heréd-Nagykökényes,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3641,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3650,3650,Nagyréde - Gyöngyös - Gyöngyössolymos - Mátrafüred - Abasár,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3650,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3651,3651,Gyöngyös - Gyöngyössolymos - Mátrafüred - Kékestető,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3651,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3652,3652,Gyöngyössolymos - Gyöngyös - Nagyréde - Hatvan,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3652,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3655,3655,Gyöngyös - Mátraháza - Kékestető - Mátraszentimre,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3655,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3656,3656,Gyöngyös - Mátraháza - Parád - Bükkszék,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3656,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3657,3657,Galyatető - Mátraszentimre - Pásztó,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3657,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3660,3660,Gyöngyös - Domoszló - Verpelét - Eger,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3660,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3661,3661,Gyöngyös-Gyöngyössolymos-Abasár-Domoszló,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3661,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3662,3662,Gyöngyös - Abasár - Domoszló - Vécs,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3662,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3663,3663,Gyöngyös - Visonta,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3663,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3664,3664,Gyöngyös - Mátrafüred - Pálosvörösmart - Abasár - Gyöngyös,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3664,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3665,3665,Gyöngyös - Visonta - Detk - Ludas - Heves,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3665,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3666,3666,Gyöngyös - Karácsond - Heves,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3666,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3667,3667,Eger - Boconád - Zaránk - Jászárokszállás - Jászberény,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3667,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3669,3669,Heves - Jászberény,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3669,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3670,3670,Gyöngyös - Vámosgyörk - Zaránk - Heves,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3670,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3671,3671,Gyöngyös - Vámosgyörk - Jászberény,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3671,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3673,3673,Mátrafüred - Gyöngyös - Vámosgyörk,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3673,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3675,3675,Gyöngyös - Hort - Hatvan,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3675,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3676,3676,Gyöngyös - Hort - Ecséd,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3676,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3677,3677,Gyöngyös-Szűcsi-Petőfibánya-Apc,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3677,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3678,3678,Gyöngyös - Rózsaszentmárton - Petőfibánya - Vörösmajor - Hatvan,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3678,F6AC00,152B32,regional
hkir_V,hkir_V-R-200-3680,3680,Gyöngyös-Gyöngyöstarján-Gyöngyöspata-Rózsaszentmárton,200,https://www.mavcsoport.hu/mav-szemelyszallitas/belfoldi-utazas/vonali-menetrendek/3680,F6AC00,152B32,regional
