service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_desc
hkir_X-2024-09-27_2024-10-06,0,0,0,0,0,0,0,20240927,20241005,"naponta, kivéve munkaszüneti napokon"
hkir_X-2024-09-27_2024-10-11,0,0,0,0,0,0,0,20240927,20241011,"naponta, kivéve munkaszüneti napokon"
hkir_X-2024-09-27_2024-12-14,0,0,0,0,0,0,0,20240927,20241214,"naponta, kivéve munkaszüneti napokon"
hkir_X-2024-10-07_2024-12-14,0,0,0,0,0,0,0,20241007,20241214,"naponta, kivéve munkaszüneti napokon"
hkir_X-2024-10-12_2024-10-13,0,0,0,0,0,0,0,20241012,20241012,"naponta, kivéve munkaszüneti napokon"
hkir_X-2024-10-14_2024-12-14,0,0,0,0,0,0,0,20241014,20241214,"naponta, kivéve munkaszüneti napokon"
hkir_Z-2024-09-27_2024-09-29,0,0,0,0,0,0,0,20240928,20240929,szabad- és munkaszüneti napokon
hkir_Z-2024-09-27_2024-09-30,0,0,0,0,0,0,0,20240928,20240929,szabad- és munkaszüneti napokon
hkir_Z-2024-09-27_2024-10-06,0,0,0,0,0,0,0,20240928,20241006,szabad- és munkaszüneti napokon
hkir_Z-2024-09-27_2024-10-11,0,0,0,0,0,0,0,20240928,20241006,szabad- és munkaszüneti napokon
hkir_Z-2024-09-27_2024-10-25,0,0,0,0,0,0,0,20240928,20241023,szabad- és munkaszüneti napokon
hkir_Z-2024-09-27_2024-10-30,0,0,0,0,0,0,0,20240928,20241027,szabad- és munkaszüneti napokon
hkir_Z-2024-09-27_2024-12-14,0,0,0,0,0,0,0,20240928,20241208,szabad- és munkaszüneti napokon
hkir_Z-2024-09-28_2024-09-29,0,0,0,0,0,0,0,20240928,20240929,szabad- és munkaszüneti napokon
hkir_Z-2024-09-28_2024-12-14,0,0,0,0,0,0,0,20240928,20241208,szabad- és munkaszüneti napokon
hkir_Z-2024-09-30_2024-10-18,0,0,0,0,0,0,0,20241005,20241013,szabad- és munkaszüneti napokon
hkir_Z-2024-09-30_2024-10-25,0,0,0,0,0,0,0,20241005,20241023,szabad- és munkaszüneti napokon
hkir_Z-2024-09-30_2024-12-14,0,0,0,0,0,0,0,20241005,20241208,szabad- és munkaszüneti napokon
hkir_Z-2024-10-01_2024-10-06,0,0,0,0,0,0,0,20241005,20241006,szabad- és munkaszüneti napokon
hkir_Z-2024-10-05_2024-10-06,0,0,0,0,0,0,0,20241005,20241006,szabad- és munkaszüneti napokon
hkir_Z-2024-10-07_2024-10-18,0,0,0,0,0,0,0,20241012,20241013,szabad- és munkaszüneti napokon
hkir_Z-2024-10-07_2024-10-25,0,0,0,0,0,0,0,20241012,20241023,szabad- és munkaszüneti napokon
hkir_Z-2024-10-07_2024-10-30,0,0,0,0,0,0,0,20241012,20241027,szabad- és munkaszüneti napokon
hkir_Z-2024-10-07_2024-12-14,0,0,0,0,0,0,0,20241012,20241208,szabad- és munkaszüneti napokon
hkir_Z-2024-10-12_2024-10-13,0,0,0,0,0,0,0,20241012,20241013,szabad- és munkaszüneti napokon
hkir_Z-2024-10-14_2024-12-14,0,0,0,0,0,0,0,20241019,20241208,szabad- és munkaszüneti napokon
hkir_Z-2024-10-19_2024-10-20,0,0,0,0,0,0,0,20241019,20241020,szabad- és munkaszüneti napokon
hkir_Z-2024-10-21_2024-12-14,0,0,0,0,0,0,0,20241023,20241208,szabad- és munkaszüneti napokon
hkir_Z-2024-10-26_2024-10-27,0,0,0,0,0,0,0,20241026,20241027,szabad- és munkaszüneti napokon
hkir_Z-2024-10-28_2024-12-14,0,0,0,0,0,0,0,20241101,20241208,szabad- és munkaszüneti napokon
hkir_Z-2024-10-31_2024-12-14,0,0,0,0,0,0,0,20241101,20241208,szabad- és munkaszüneti napokon
hkir__-2024-09-27_2024-09-27,0,0,0,0,0,0,0,20240927,20240927,naponta
hkir__-2024-09-27_2024-09-30,0,0,0,0,0,0,0,20240927,20240930,naponta
hkir__-2024-09-27_2024-10-04,0,0,0,0,0,0,0,20240927,20241004,naponta
hkir__-2024-09-27_2024-10-06,0,0,0,0,0,0,0,20240927,20241006,naponta
hkir__-2024-09-27_2024-10-11,0,0,0,0,0,0,0,20240927,20241011,naponta
hkir__-2024-09-27_2024-10-25,0,0,0,0,0,0,0,20240927,20241025,naponta
hkir__-2024-09-27_2024-10-30,0,0,0,0,0,0,0,20240927,20241030,naponta
hkir__-2024-09-27_2024-12-14,0,0,0,0,0,0,0,20240927,20241214,naponta
hkir__-2024-09-27_2024-12-27,0,0,0,0,0,0,0,20240927,20241214,naponta
hkir__-2024-09-28_2024-09-29,0,0,0,0,0,0,0,20240928,20240929,naponta
hkir__-2024-09-30_2024-10-04,0,0,0,0,0,0,0,20240930,20241004,naponta
hkir__-2024-10-01_2024-10-06,0,0,0,0,0,0,0,20241001,20241006,naponta
hkir__-2024-10-01_2024-10-11,0,0,0,0,0,0,0,20241001,20241011,naponta
hkir__-2024-10-05_2024-10-06,0,0,0,0,0,0,0,20241005,20241006,naponta
hkir__-2024-10-07_2024-10-11,0,0,0,0,0,0,0,20241007,20241011,naponta
hkir__-2024-10-07_2024-10-18,0,0,0,0,0,0,0,20241007,20241018,naponta
hkir__-2024-10-07_2024-10-25,0,0,0,0,0,0,0,20241007,20241025,naponta
hkir__-2024-10-07_2024-12-14,0,0,0,0,0,0,0,20241007,20241214,naponta
hkir__-2024-10-12_2024-10-13,0,0,0,0,0,0,0,20241012,20241013,naponta
hkir__-2024-10-12_2024-12-14,0,0,0,0,0,0,0,20241012,20241214,naponta
hkir__-2024-10-14_2024-12-14,0,0,0,0,0,0,0,20241014,20241214,naponta
hkir__-2024-10-19_2024-10-20,0,0,0,0,0,0,0,20241019,20241020,naponta
hkir__-2024-10-21_2024-12-14,0,0,0,0,0,0,0,20241021,20241214,naponta
hkir__-2024-10-26_2024-10-27,0,0,0,0,0,0,0,20241026,20241027,naponta
hkir__-2024-10-28_2024-12-14,0,0,0,0,0,0,0,20241028,20241214,naponta
hkir__-2024-10-31_2024-12-14,0,0,0,0,0,0,0,20241031,20241214,naponta
