route_id,trip_id,service_id,direction_id,shape_id,wheelchair_accessible
1314,1030540_20230101,60,1,86915,
1486,1030546_20230113,6,0,129751,
20684,1030547_20230113,6,1,129768,
20684,1030548_20230113,6,0,129769,
1513,1030549_20221211,3,0,86928,
1513,1030550_20221211,3,1,86929,
1525,1030551_20221211,6,1,50377,
1525,1030552_20221211,6,0,50379,
17574,1030553_20230109,3,1,50438,
1863,1030560_20220901,6,0,86939,
1863,1030561_20220516,6,1,86940,
2363,1030565_20220516,59,1,71099,
2363,1030566_20220516,10,1,71099,
60,1035803_20220901,13,1,118313,
60,1035804_20230116,145,0,130152,
60,1035805_20230116,145,1,130154,
1558,1035809_20220828,6,0,86984,
1558,1035810_20220828,6,1,86985,
1558,1035811_20220828,6,0,86986,
13108,1035813_20230101,56,1,51279,
1618,1035814_20221017,183,0,122353,
1620,1035815_20221017,183,1,122376,
1678,1035816_20211212,6,0,87001,
1728,1035817_20221017,24,1,53122,
1752,1035818_20220520,3,0,78742,
1752,1035819_20220616,3,1,110580,
1752,1035820_20230101,3,1,123666,
1752,1035821_20220520,6,0,86386,
1752,1035822_20220701,10,1,113242,
1792,1035823_20221017,7,0,53492,
2501,1035824_20230107,6,0,86930,
2501,1035825_20230101,6,1,71942,
17527,1036059_20221211,6,1,88396,
17527,1036060_20221211,6,1,88396,
17527,1036061_20221211,3,1,88396,
17527,1036062_20221211,6,1,88396,
17527,1036063_20221211,6,1,88396,
7,1036165_20221211,5,1,96882,
18092,1036166_20221211,13,0,102583,
18092,1036167_20221211,13,1,111481,
11,1036170_20230117,9,1,130429,
11,1036171_20230117,9,1,130429,
14,1036172_20230117,5,1,130446,
36,1036174_20230117,5,1,130521,
36,1036175_20230117,5,0,130520,
54,1036177_20230113,5,1,130111,
54,1036178_20230113,5,1,130111,
58,1036181_20230117,14,1,60215,
62,1036185_20230116,5,1,130157,
19167,1036196_20221211,3,0,64194,
17542,1036197_20221211,3,0,64195,
1362,1036198_20221211,3,1,76843,
1362,1036199_20221211,3,0,76844,
17529,1036200_20221211,12,1,64263,
17726,1036202_20221211,12,1,72812,1
17726,1036203_20221211,12,0,72813,1
796,1036205_20221211,56,0,125629,
796,1036206_20221211,56,1,125631,
886,1036210_20221211,6,0,123338,
941,1036211_20221211,10,1,123375,
942,1036212_20221211,10,0,56822,
962,1036213_20221211,3,1,57046,
962,1036214_20221211,3,0,57051,
11,1037154_20230117,300,1,130428,
11,1037155_20230117,299,0,130429,
11,1037156_20230117,299,0,130429,
11,1037157_20230117,299,0,130429,
815,1042951_20230101,3,1,125805,
815,1042952_20230101,1,1,125816,
815,1042953_20230101,3,0,125820,
843,1042955_20230101,3,0,55812,
843,1042956_20230101,1,1,55815,
843,1042957_20230101,3,1,55815,
856,1042958_20221211,3,1,87198,
856,1042959_20221211,18,0,87199,
868,1042960_20221211,6,1,87201,
868,1042961_20221211,6,0,87202,
868,1042962_20221211,6,0,87203,
868,1042963_20221211,6,1,87204,
972,1043022_20230102,3,1,128133,
1100,1043069_20230101,1,0,113810,
20714,1046646_20221211,58,1,104814,
20714,1046647_20221211,10,1,104814,
20714,1046648_20221212,6,1,104814,
20714,1046650_20221211,10,0,76031,
20714,1046652_20221212,6,0,76031,
20714,1046653_20221212,6,0,76031,
20714,1046654_20221211,3,1,104814,
20714,1046659_20221211,3,1,104814,
20714,1046660_20221211,10,1,104814,
20714,1046663_20221211,7,1,104814,
20714,1046667_20221211,10,0,76031,
20714,1046670_20221211,59,0,76031,
20714,1046674_20221211,56,0,76031,
20714,1046675_20221211,56,1,104814,
20714,1046679_20221211,10,1,104814,
20714,1046681_20221211,59,0,76031,
20714,1046684_20221211,10,0,76031,
20714,1046693_20221211,56,0,76031,
20714,1046694_20221211,56,1,104814,
20714,1046698_20221211,56,0,76031,
20714,1046699_20221211,56,1,104814,
20714,1046702_20221211,10,0,76031,
20714,1046703_20221211,10,0,76031,
20714,1046704_20221211,10,1,104814,
20714,1046705_20221211,10,0,76031,
20714,1046706_20221211,10,1,104814,
20714,1046707_20221211,56,0,76031,
20714,1046708_20221211,56,1,104814,
20714,1046712_20221211,56,0,76031,
20714,1046713_20221211,56,1,104814,
20714,1046716_20221211,10,1,104814,
20714,1046718_20221211,3,0,76031,
20714,1046722_20221211,3,1,104814,
20714,1046723_20221211,10,0,76031,
20714,1046728_20221211,10,1,104814,
20714,1046732_20221211,10,0,76031,
20714,1046734_20221211,3,1,104814,
20714,1046735_20221211,59,0,76031,
20714,1046736_20221211,6,1,104814,
20714,1046749_20221212,6,0,76031,
20714,1046751_20221211,3,1,104814,
20714,1046758_20221211,10,1,104814,
20714,1046763_20221211,10,0,76031,
20714,1046766_20221211,3,1,104814,
20714,1046767_20221211,3,0,76031,
20714,1046768_20221211,3,1,104814,
20717,1046784_20221211,3,1,76043,
20717,1046787_20221211,6,0,76044,
20717,1046789_20221211,3,0,76044,
20717,1046791_20221211,6,0,76044,
20717,1046795_20221211,6,0,76044,
20717,1046803_20221211,6,0,76044,
20718,1046810_20221211,56,1,104821,
20718,1046815_20221211,59,1,104821,
20718,1046816_20221211,56,1,104821,
20718,1046824_20221211,56,1,104821,
20718,1046826_20221211,56,1,104821,
20718,1046831_20221211,58,1,104821,
20718,1046833_20221211,59,0,104819,
20718,1046834_20221211,6,1,104821,
20718,1046835_20221211,59,0,104819,
20718,1046836_20221211,56,0,104819,
20718,1046837_20221211,6,1,104821,
20718,1046861_20221211,59,0,104819,
20718,1046864_20221211,59,0,104819,
20718,1046871_20221211,59,0,104819,
20718,1046873_20221211,59,0,104819,
20718,1046879_20221211,59,0,104819,
20718,1046884_20221211,59,0,104819,
20718,1046888_20221211,59,0,104819,
20718,1046892_20221211,59,0,104819,
20718,1046896_20221211,59,1,104821,
20718,1046902_20221211,59,1,104821,
20718,1046907_20221211,3,0,104819,
20718,1046909_20221211,59,1,104821,
20718,1046914_20221211,3,0,104819,
20718,1046915_20221211,59,1,104821,
20718,1046919_20221211,3,0,104819,
20718,1046922_20221211,59,1,104821,
20718,1046930_20221211,59,1,104821,
20718,1046932_20230101,1,0,104819,
20718,1046934_20221211,59,1,104821,
20718,1046954_20230101,1,0,104819,
20718,1046955_20221211,3,1,104821,
20718,1046956_20230101,1,0,104819,
20718,1046959_20221212,3,1,104821,
20718,1046962_20221211,59,1,104821,
20718,1046972_20230101,1,1,104821,
20718,1046982_20221211,59,0,104819,
20718,1046993_20221211,6,1,104821,
20718,1047006_20221211,58,1,104821,
20718,1047009_20221211,58,1,104821,
20718,1047015_20221211,59,1,104821,
20718,1047016_20221211,3,0,104819,
20718,1047020_20221211,6,0,104819,
20718,1047022_20221211,6,0,104819,
20718,1047023_20221211,6,1,104821,
20718,1047024_20221211,6,0,104819,
20718,1047026_20221211,6,1,104821,
20718,1047027_20221211,6,0,104819,
20718,1047028_20221211,6,1,104821,
20718,1047029_20221211,6,0,104819,
20718,1047030_20221211,6,1,104821,
20718,1047032_20221211,6,1,104821,
20718,1047033_20221211,6,0,104819,
20718,1047034_20221211,6,1,104821,
20718,1047035_20221211,59,0,104819,
20718,1047038_20221211,6,1,104821,
20718,1047039_20221211,59,1,104821,
20718,1047040_20221211,59,1,104821,
20718,1047044_20221211,56,0,104819,
20718,1047048_20221211,56,1,104821,
20718,1047066_20221211,56,0,104819,
20718,1047073_20221211,56,0,104819,
20718,1047080_20221211,56,0,104819,
20718,1047082_20221211,56,1,104821,
20718,1047090_20221211,56,1,104821,
20718,1047093_20221211,56,0,104819,
20207,1047117_20221211,3,1,115887,
20207,1047119_20221211,3,0,112710,
20207,1047120_20221211,10,0,112710,
20207,1047122_20221211,3,1,115887,
20207,1047126_20221211,10,0,112710,
20207,1047128_20221211,59,0,112710,
20207,1047130_20221211,10,0,112710,
20207,1047132_20221211,10,1,115887,
20207,1047137_20221211,3,0,112710,
20207,1047142_20221211,10,1,115887,
20207,1047146_20221211,6,0,112710,
20207,1047147_20221211,59,0,112710,
20207,1047148_20221211,59,1,115887,
20207,1047155_20221211,10,1,115887,
20207,1047164_20221211,10,0,112710,
20207,1047170_20221211,10,0,112710,
20207,1047179_20221211,10,0,112710,
20207,1047184_20221212,3,1,115887,
20207,1047185_20221211,59,0,112710,
20207,1047190_20221211,10,1,115887,
20207,1047199_20230101,1,1,115887,
20207,1047201_20221211,10,1,115887,
20207,1047202_20221211,3,1,115887,
20207,1047222_20221211,59,1,115887,
20207,1047223_20221211,59,1,115887,
20207,1047226_20221211,3,1,115887,
20207,1047235_20221211,6,0,112710,
20207,1047247_20221211,59,1,115887,
20207,1047248_20221211,56,0,112710,
20207,1047253_20221211,6,1,115887,
20207,1047254_20221211,56,1,115887,
20721,1047290_20221211,56,0,112997,
20721,1047294_20221211,10,0,112997,
20721,1047295_20221211,10,0,112997,
20721,1047300_20221211,3,1,113083,
20721,1047305_20221211,6,0,112997,
20721,1047307_20221211,10,1,113083,
20721,1047308_20221211,10,1,113083,
20721,1047318_20221211,10,0,112997,
20721,1047320_20221211,56,0,112997,
20721,1047323_20221211,6,1,113083,
20721,1047325_20221211,1,1,113083,
20721,1047329_20221211,56,1,113083,
20721,1047332_20221211,10,0,112997,
20721,1047336_20221211,7,0,76056,
20721,1047348_20221211,56,0,112997,
20721,1047349_20221211,10,1,113083,
20721,1047352_20221211,10,0,112997,
20721,1047354_20221211,56,1,113083,
20721,1047362_20221211,59,1,113083,
20721,1047366_20221211,6,1,113083,
20721,1047370_20221211,10,1,113083,
20721,1047371_20221211,56,1,113083,
20721,1047372_20221211,59,0,112997,
20721,1047373_20221211,10,1,113083,
20721,1047377_20221211,56,0,112997,
20721,1047378_20221211,3,1,113083,
20721,1047379_20221211,3,0,112997,
20721,1047381_20221211,10,0,112997,
20721,1047384_20221211,56,1,113083,
20723,1047504_20221211,10,0,76063,
20723,1047506_20221211,56,1,112998,
20723,1047507_20221211,7,1,112998,
20723,1047508_20221211,10,0,76063,
20723,1047510_20221211,10,0,76063,
20723,1047511_20221211,56,1,112998,
20723,1047512_20221211,10,0,76063,
20723,1047513_20221211,10,0,76063,
20723,1047514_20221211,10,1,112998,
20723,1047515_20221211,7,1,112998,
20723,1047517_20221211,3,1,112998,
20723,1047518_20221211,3,0,76063,
20723,1047519_20221211,10,1,112998,
20723,1047520_20221211,10,1,112998,
20723,1047521_20221211,10,1,112998,
20723,1047522_20221211,59,0,76063,
20723,1047523_20221211,7,1,112998,
20723,1047525_20221211,10,0,76063,
20723,1047526_20221211,10,1,112998,
20723,1047529_20221211,10,0,76063,
20723,1047530_20221211,10,1,112998,
20723,1047531_20221211,10,0,76063,
20723,1047534_20221211,7,1,112998,
20723,1047535_20221211,6,0,76063,
20723,1047538_20221211,10,1,112998,
20723,1047539_20221211,10,0,76063,
20723,1047542_20221211,10,0,76063,
20723,1047544_20221211,6,1,112998,
20723,1047546_20221211,10,0,76063,
20723,1047548_20221211,10,1,112998,
20723,1047549_20221211,3,0,76063,
20723,1047551_20230101,1,0,76063,
20723,1047554_20221211,3,0,76063,
20723,1047557_20221211,10,1,112998,
20723,1047566_20221211,10,0,76063,
20723,1047567_20221211,3,1,112998,
20723,1047570_20221211,3,1,112998,
20723,1047571_20221211,3,1,112998,
20723,1047573_20221211,56,1,112998,
20723,1047575_20221211,7,1,112998,
20723,1047577_20221211,59,0,76063,
20723,1047579_20221211,3,0,76063,
20723,1047580_20221211,3,1,112998,
20723,1047581_20221211,3,0,76063,
20723,1047582_20221211,3,1,112998,
20723,1047583_20221211,3,0,76063,
20723,1047584_20221211,3,1,112998,
20723,1047585_20221211,3,0,76063,
20723,1047586_20221211,3,1,112998,
20723,1047587_20221211,3,1,112998,
20723,1047588_20221211,3,0,76063,
20723,1047590_20221211,59,1,112998,
20723,1047591_20221211,6,0,76063,
20723,1047592_20221211,6,0,76063,
20723,1047593_20221211,6,1,112998,
20723,1047594_20221211,6,1,112998,
20723,1047595_20221211,59,0,76063,
20723,1047596_20221211,59,1,112998,
20723,1047597_20221211,59,0,76063,
20723,1047600_20221211,59,0,76063,
20723,1047601_20221211,3,1,112998,
20723,1047603_20221211,59,1,112998,
20723,1047605_20221211,3,1,112998,
20723,1047610_20221211,10,0,76063,
20723,1047611_20221211,7,1,112998,
20723,1047612_20221211,3,1,112998,
20723,1047613_20221211,3,0,76063,
20723,1047616_20221211,6,1,112998,
20723,1047617_20221211,6,0,76063,
20723,1047618_20221211,6,0,76063,
20723,1047619_20221211,6,1,112998,
20723,1047620_20221211,6,1,112998,
20723,1047621_20221211,6,0,76063,
20723,1047622_20221211,59,1,112998,
20723,1047623_20221211,6,0,76063,
20723,1047627_20221211,3,1,112999,
20723,1047642_20221211,56,1,112998,
20723,1047643_20221211,7,1,112998,
20723,1047644_20221211,10,0,76063,
20723,1047645_20221211,3,1,112998,
20723,1047647_20221211,56,1,112998,
20723,1047648_20221211,10,0,76063,
20723,1047649_20221211,10,0,76063,
20723,1047651_20221211,56,1,112998,
20723,1047654_20221211,10,0,76063,
20723,1047655_20221211,7,1,112998,
20723,1047657_20221211,56,1,112998,
20725,1047720_20230107,7,0,76068,
20725,1047721_20230107,7,1,113164,
20725,1047724_20230107,7,0,76068,
20725,1047726_20230107,7,1,113164,
20725,1047728_20230107,7,0,76068,
20725,1047730_20230107,7,1,113164,
20725,1047733_20221211,10,0,76068,
20725,1047735_20230107,7,1,113164,
20725,1047737_20230107,7,1,113164,
20725,1047742_20221211,10,1,113164,
20725,1047745_20221211,56,1,113164,
20725,1047755_20221211,56,0,76068,
20725,1047768_20230107,10,0,76068,
20725,1047771_20221211,10,1,113164,
20725,1047773_20230107,10,0,76068,
20725,1047775_20230107,10,0,76068,
20725,1047778_20221211,10,0,76068,
20725,1047783_20221211,10,1,113164,
20725,1047785_20221211,10,1,113164,
20725,1047786_20221211,10,1,113164,
20725,1047788_20221211,10,0,76068,
20725,1047789_20230101,56,1,113164,
20725,1047790_20230101,56,0,76068,
20725,1047791_20221211,3,0,76068,
20725,1047793_20230107,7,0,76068,
20725,1047797_20230107,7,0,76068,
20725,1047800_20230107,7,0,76068,
20725,1047802_20230107,7,0,76068,
20725,1047803_20230107,7,1,113164,
20725,1047806_20230107,7,0,76068,
20725,1047808_20230107,7,1,113164,
20208,1047910_20221211,3,1,104797,
20208,1047915_20221211,3,0,113000,
20208,1047916_20221211,10,0,113000,
20208,1047919_20221211,3,1,104797,
20208,1047921_20221211,3,0,113000,
20208,1047930_20221211,59,0,113000,
20208,1047931_20221211,3,1,104797,
20208,1047932_20221211,10,1,104797,
20208,1047933_20221211,59,0,113000,
20208,1047936_20221211,59,0,113000,
20208,1047944_20221211,3,0,113000,
20208,1047951_20221211,3,1,104797,
20208,1047957_20221211,3,1,104797,
20208,1047963_20221211,3,0,113000,
20208,1047968_20221211,6,1,104797,
20208,1047974_20221211,59,0,113000,
20208,1047977_20221211,3,0,113000,
20208,1047981_20221211,6,0,113000,
20208,1047987_20221211,59,1,104797,
20208,1047993_20221211,3,1,104797,
20208,1048000_20221211,3,1,104797,
20208,1048001_20221211,3,0,113000,
20208,1048003_20221211,10,0,113000,
20728,1048008_20221211,3,0,113001,
20729,1048050_20221211,3,0,104837,
20729,1048052_20221211,3,0,104837,
20729,1048064_20221211,3,0,104837,
20729,1048067_20221211,56,0,104837,
20729,1048070_20221211,56,0,104837,
20731,1048080_20221211,3,1,76086,
20731,1048082_20221211,3,1,76086,
20733,1048111_20221211,59,0,76089,
20733,1048113_20221211,59,0,76089,
20733,1048116_20221211,59,0,76089,
20733,1048117_20221211,56,1,113003,
20733,1048121_20221212,58,0,76089,
20734,1048133_20221211,56,0,76092,
20734,1048140_20221211,3,1,113004,
20735,1048172_20221211,3,0,76095,
20735,1048173_20221211,59,0,76095,
20735,1048176_20221211,3,1,76094,
20735,1048178_20221211,3,1,76094,
20735,1048183_20221211,3,0,76095,
20735,1048184_20221211,3,0,76095,
20735,1048187_20221211,6,0,76095,
20736,1048196_20221212,10,0,76098,
20737,1048206_20221211,10,1,104799,
20737,1048214_20221211,3,0,113005,
20737,1048216_20221211,3,0,113005,
20737,1048220_20221211,3,1,104799,
20737,1048222_20221211,7,0,113005,
20737,1048223_20221211,56,1,104799,
20737,1048225_20221211,59,0,113005,
20737,1048228_20221211,6,0,113005,
20737,1048234_20221211,3,1,104799,
20737,1048244_20221211,7,1,104799,
20737,1048246_20221211,3,1,104799,
20737,1048248_20221211,56,1,104799,
20737,1048252_20221211,3,1,104799,
20737,1048254_20221211,3,0,113005,
20737,1048255_20221211,3,1,104799,
20737,1048256_20221211,3,0,113005,
20737,1048257_20221211,3,1,104799,
20737,1048258_20221211,3,0,113005,
20737,1048259_20221211,7,1,104799,
20737,1048260_20221211,3,1,104799,
20737,1048262_20221211,3,1,104799,
20737,1048263_20221211,6,0,113005,
20737,1048265_20221211,3,0,113005,
20737,1048266_20221211,3,1,104799,
20737,1048267_20221211,3,1,104799,
20737,1048268_20221211,6,0,113005,
20737,1048270_20221211,59,0,113005,
20737,1048271_20221211,3,0,113005,
20737,1048272_20221211,3,0,113005,
20737,1048273_20221211,10,0,113005,
20737,1048274_20221211,7,1,104799,
20737,1048275_20221211,3,1,104799,
20737,1048276_20221211,10,1,104799,
20737,1048277_20221211,7,0,113005,
20737,1048278_20221211,3,1,104799,
20737,1048279_20221211,10,0,113005,
20737,1048280_20221211,10,0,113005,
20738,1048299_20221211,56,0,115285,
20738,1048325_20221211,56,0,115285,
20738,1048326_20221211,56,1,113165,
20738,1048327_20221211,56,0,115285,
20738,1048333_20221211,56,0,115285,
20739,1048343_20221211,3,0,113163,
20739,1048406_20221211,3,1,104800,
20740,1048418_20221211,10,1,113098,
20740,1048419_20221211,3,1,113098,
20740,1048430_20221211,59,0,76110,
20740,1048451_20221211,59,1,113098,
20740,1048453_20221211,10,0,76110,
20740,1048459_20221211,59,0,76110,
20740,1048471_20221211,59,1,113098,
20740,1048476_20221211,59,1,113098,
20740,1048509_20221211,59,1,113098,
20740,1048516_20221211,6,1,113098,
20740,1048517_20221211,6,0,76110,
20740,1048518_20221211,6,1,113098,
20740,1048522_20221211,6,0,76110,
20740,1048529_20221211,6,1,113098,
20740,1048534_20221211,6,0,76110,
20740,1048540_20221211,3,1,113098,
20740,1048576_20221211,59,0,76110,
20740,1048577_20221211,6,1,113098,
20740,1048578_20221211,6,0,76110,
20740,1048579_20221211,6,1,113098,
20740,1048580_20221211,6,1,113098,
20740,1048617_20221211,112,0,76110,
20740,1048623_20221211,59,1,113098,
20740,1048643_20221211,3,1,113098,
20744,1048866_20221211,3,1,113104,
20744,1048867_20221211,3,0,113166,
20744,1048869_20221211,3,0,113166,
20744,1048871_20221211,59,1,113104,
20744,1048872_20221211,3,0,113166,
20744,1048874_20221211,59,1,113104,
20744,1048876_20221211,6,0,113166,
20744,1048878_20221211,6,0,113166,
20744,1048879_20221211,6,0,113166,
20744,1048880_20221211,6,1,113104,
20744,1048881_20221211,6,0,113166,
20744,1048883_20221211,6,0,113166,
20744,1048884_20221211,6,1,113104,
20744,1048885_20221211,6,0,113166,
20744,1048886_20221211,6,1,113104,
20744,1048887_20221211,6,1,113104,
20744,1048888_20221211,6,1,113104,
20745,1048903_20221211,1,1,90049,
20745,1048931_20221211,59,1,90049,
20745,1048939_20221211,1,0,76173,
20745,1048948_20221211,10,1,90049,
20745,1048954_20230101,1,0,76173,
20745,1049107_20221211,59,0,76173,
20745,1049108_20221211,59,1,90049,
20745,1049112_20221211,59,1,90049,
20745,1049120_20221211,3,1,90049,
20745,1049127_20221211,6,0,76173,
20745,1049131_20221211,6,0,76173,
20745,1049132_20221211,6,1,90049,
20745,1049133_20221211,6,0,76173,
20745,1049143_20221211,3,1,90049,
20745,1049148_20221211,1,1,90049,
20745,1049152_20221211,1,0,76173,
20745,1049153_20221211,1,0,76173,
20745,1049154_20221211,1,0,76173,
20745,1049159_20221211,1,0,76173,
20745,1049161_20221211,1,0,76173,
20746,1049272_20221211,3,1,90050,
20746,1049273_20221211,10,1,90050,
20746,1049274_20221211,6,0,76177,
20761,1049523_20221211,10,0,87374,
20761,1049524_20230101,1,1,87373,
20761,1049530_20221211,6,0,87375,
20761,1049531_20221211,6,1,87376,
20761,1049532_20221211,6,1,87377,
20761,1049535_20221211,6,0,87378,
20762,1049539_20221211,56,1,87379,
20762,1049540_20221211,3,1,87379,
20762,1049541_20221211,3,0,87380,
20762,1049543_20221211,10,1,87382,
20762,1049544_20221211,3,1,87379,
20762,1049545_20221211,3,1,87382,
20762,1049550_20221211,59,0,87383,
20762,1049551_20221211,10,0,87383,
20762,1049552_20221211,59,0,87383,
20762,1049553_20221211,3,1,87379,
20762,1049554_20221211,10,1,87379,
20762,1049555_20221211,3,1,87384,
20762,1049557_20221211,10,0,87381,
20762,1049560_20221211,59,0,87383,
20762,1049561_20221211,3,0,87380,
20762,1049562_20221211,10,1,87379,
20762,1049563_20221211,3,1,87379,
20762,1049567_20221211,3,1,87384,
20762,1049568_20221211,3,0,87383,
20762,1049569_20221211,59,1,87382,
20762,1049570_20221211,10,1,87382,
20762,1049571_20221211,10,0,87383,
20762,1049572_20221211,3,0,87383,
20762,1049573_20221211,3,1,87384,
20762,1049574_20221211,6,0,87385,
20762,1049575_20221211,6,1,87386,
20762,1049576_20221211,6,0,87383,
20762,1049577_20221211,3,1,87379,
20762,1049578_20221211,3,0,87383,
20762,1049579_20221211,3,1,87379,
20762,1049581_20221211,59,0,87381,
20762,1049583_20221211,10,1,87379,
20762,1049584_20221211,56,0,87381,
20762,1049585_20221211,3,0,87381,
20762,1049586_20221211,10,0,87380,
20765,1049697_20221211,56,0,76236,
20765,1049701_20221212,56,1,114143,
20765,1049704_20221211,10,0,76236,
20765,1049706_20221212,10,1,114143,
20765,1049710_20221211,10,0,76236,
20765,1049712_20221211,10,1,114144,
20765,1049716_20221211,10,0,76236,
20765,1049720_20221211,10,1,114144,
20765,1049724_20221211,10,1,114144,
7,1049904_20221211,1,0,121649,
7,1049905_20221225,1,0,121649,
7,1049906_20221211,5,0,60008,
7,1049907_20221211,1,0,121649,
7,1049908_20221211,3,0,60031,
7,1049909_20221225,1,0,60033,
7,1049910_20230102,4,0,103446,
17463,1049912_20221211,6,0,87046,1
17463,1049913_20221211,6,1,87047,1
2063,1049915_20221211,128,1,67652,
2063,1049915_20230123,129,1,131422,
2063,1049916_20221211,128,1,67652,
2063,1049916_20230123,129,1,131422,
2063,1049917_20221211,114,1,67655,
2063,1049917_20230123,115,1,131424,
2063,1049918_20221211,114,1,67656,
2063,1049918_20230123,115,1,131425,
2063,1049919_20221211,114,1,67655,
2063,1049919_20230123,130,1,131424,
2064,1049920_20220516,6,1,67663,
2064,1049921_20220516,59,1,67665,
2065,1049922_20221211,114,0,67667,
2065,1049922_20230123,115,0,131432,
2065,1049923_20220516,6,1,67668,
2065,1049924_20220516,21,1,67669,
2065,1049925_20221211,114,0,67670,
2065,1049925_20230123,281,0,131433,
2065,1049926_20221211,114,0,67667,
2065,1049926_20230123,115,0,131432,
2065,1049927_20220516,3,1,67672,
2065,1049928_20220516,59,1,67669,
2065,1049929_20230123,59,0,131434,
2065,1049930_20220516,3,1,67676,
2065,1049931_20230123,116,0,131435,
2065,1049932_20230123,59,0,131432,
2065,1049933_20220516,24,1,67676,
2065,1049934_20221211,114,0,67677,
2065,1049934_20230123,115,0,131435,
2065,1049935_20220516,59,1,67676,
2065,1049936_20221211,114,0,67678,
2065,1049936_20230123,281,0,131436,
2065,1049937_20221211,114,0,67677,
2065,1049937_20230123,115,0,131435,
2065,1049938_20220516,24,1,67669,
2065,1049939_20220516,6,1,67669,
2065,1049940_20220516,6,1,67672,
2065,1049941_20221211,114,0,67677,
2065,1049941_20230123,281,0,131435,
2065,1049942_20230123,59,0,131436,
2065,1049943_20220516,3,1,67669,
2065,1049944_20220516,56,1,67669,
2065,1049945_20220516,116,1,67672,
2065,1049946_20220516,3,1,67672,
2089,1049947_20220516,6,1,87455,
2089,1049948_20220516,6,0,87426,
2180,1049959_20220516,58,1,69061,
2180,1049960_20220516,1,0,69062,
2180,1049961_20220516,1,1,69061,
2180,1049962_20220516,1,0,69062,
2180,1049963_20220516,1,1,69061,
2180,1049964_20220516,58,1,69061,
2180,1049966_20220516,6,0,69062,
2180,1049967_20220516,1,1,69061,
2180,1049968_20220516,1,0,69062,
2180,1049969_20220516,3,1,69061,
2180,1049970_20220516,3,0,69062,
2180,1049971_20220516,3,1,69061,
2180,1049972_20220516,3,0,69062,
2180,1049973_20220516,1,1,69061,
2180,1049974_20220516,1,0,69062,
2180,1049975_20220516,3,1,69061,
2180,1049976_20220516,3,0,69062,
2180,1049977_20220516,3,1,69061,
2180,1049978_20220516,1,1,69061,
2180,1049979_20230117,1,1,69061,
2180,1049980_20230117,1,0,69062,
2180,1049981_20230117,1,1,69061,
2180,1049982_20220516,3,0,69062,
2180,1049983_20220516,6,1,69061,
2180,1049984_20220516,6,0,69062,
2180,1049985_20220516,56,0,69062,
2180,1049986_20220516,6,1,69061,
2180,1049987_20220516,58,0,69062,
2180,1049988_20220516,6,1,69061,
2180,1049989_20220516,6,0,69062,
2180,1049990_20220516,6,1,69061,
2180,1049991_20220516,3,0,69062,
2180,1049992_20220516,6,0,69062,
2180,1049993_20220516,58,1,69061,
2180,1049994_20220516,1,0,69062,
2180,1049995_20220516,1,1,69061,
2180,1049996_20220516,10,1,69061,
2180,1049997_20220516,10,0,69062,
2180,1049998_20230117,10,0,69062,
2180,1049999_20230117,10,1,69061,
2180,1050000_20220516,58,0,69062,
17685,1050001_20230102,1,0,118019,1
17685,1050002_20230102,1,1,118022,1
17689,1050003_20221211,3,1,87263,
2560,1050457_20230101,97,1,87884,
14,1050513_20230117,14,0,130447,
38,1050514_20230117,4,1,130543,
17508,1050515_20221211,10,0,80684,1
17508,1050516_20221211,10,0,80684,1
17508,1050517_20221225,10,0,80684,1
12860,1050518_20230117,24,0,131298,
12860,1050519_20221211,6,1,68030,
12860,1050526_20230117,3,0,131299,
12860,1050527_20230117,24,0,131299,
59,1050543_20230117,145,0,130703,
60,1050544_20230116,13,0,130151,
63,1050545_20230116,145,1,130181,
293,1050546_20221211,1,1,123743,
293,1050547_20221201,31,1,123744,
1558,1050580_20220828,6,1,86987,
15404,1050581_20220828,6,0,87258,
1559,1050582_20220828,6,1,117155,
1559,1050583_20220828,6,0,83863,
15416,1050584_20221017,3,0,122459,
15429,1050585_20230109,3,1,122949,
15429,1050586_20230109,58,1,122949,
15429,1050587_20230109,3,1,122954,
632,1050792_20221211,59,1,61216,
632,1050793_20221211,6,1,87522,
649,1050794_20221211,3,0,125047,
749,1050795_20221211,6,1,86489,
14804,1050796_20221211,3,1,62504,
14804,1050797_20221211,3,0,102921,
2516,1056159_20230101,3,1,71988,
2516,1056160_20230101,35,1,71988,
2516,1056161_20230101,3,0,71989,
2516,1056162_20230101,3,0,71989,
2516,1056163_20230101,3,1,71990,
2517,1056164_20230101,3,0,104872,
2517,1056165_20230101,1,1,71993,
2518,1056166_20230101,3,1,72016,
2518,1056167_20230101,3,0,72020,
2518,1056168_20230101,1,0,72020,
2518,1056169_20230101,1,1,72016,
2518,1056170_20230101,58,1,102065,
2519,1056171_20230101,3,0,85481,
2519,1056172_20230101,3,1,85480,
2519,1056174_20230101,1,0,85481,
2519,1056175_20230101,1,0,85481,
2524,1056176_20230101,3,1,72096,
2524,1056177_20230101,3,1,72093,
2524,1056178_20230101,3,0,72092,
2524,1056179_20230101,1,0,72084,
2529,1056180_20230101,3,1,72120,
2529,1056181_20230101,3,0,72122,
2529,1056182_20230101,3,0,72121,
2530,1056183_20230101,58,1,72129,
2530,1056184_20230101,3,0,72135,
2530,1056185_20230101,3,0,72131,
2530,1056186_20230101,3,0,72137,
2530,1056187_20230101,3,1,72138,
